  cell  ,E,W,N,S
"(4, 30)",0,1,1,1
"(5, 30)",0,1,1,1
"(6, 30)",0,0,1,1
"(7, 30)",0,1,1,0
"(8, 30)",0,1,0,1
"(9, 30)",0,0,1,1
"(10, 30)",0,0,1,1
"(11, 30)",0,1,1,1
"(12, 30)",0,0,1,1
"(13, 30)",0,1,1,1
"(14, 30)",0,0,1,1
"(15, 30)",0,1,1,1
"(16, 30)",0,0,1,1
"(17, 30)",0,0,1,1
"(18, 30)",0,1,1,0
"(19, 30)",0,1,0,1
"(20, 30)",0,0,1,1
"(21, 30)",0,1,1,1
"(22, 30)",0,0,1,1
"(23, 30)",0,1,1,1
"(24, 30)",0,1,1,1
"(25, 30)",0,0,1,1
"(26, 30)",0,1,1,1
"(27, 30)",0,1,1,0
"(28, 30)",0,1,0,1
"(29, 30)",0,1,1,1
"(30, 30)",0,0,1,0
