  cell  ,E,W,N,S
"(24, 18)",0,1,0,1
"(25, 18)",1,0,1,0
"(26, 18)",1,1,0,0
"(27, 18)",0,1,0,0
"(28, 18)",1,1,0,1
"(29, 18)",0,1,1,0
"(30, 18)",1,1,0,0
"(31, 18)",1,1,0,1
"(32, 18)",0,1,1,0
"(33, 18)",0,1,0,1
"(34, 18)",0,1,1,0
"(35, 18)",1,0,0,1
"(36, 18)",0,1,1,0
"(37, 18)",1,1,0,0
"(38, 18)",1,1,0,0
"(39, 18)",1,0,0,1
"(40, 18)",1,1,1,0
"(41, 18)",1,0,0,1
"(42, 18)",1,1,1,0
"(43, 18)",1,1,0,0
"(44, 18)",1,0,0,1
"(45, 18)",0,1,1,1
"(46, 18)",0,0,1,0
"(47, 18)",1,0,0,1
"(48, 18)",1,0,1,0
"(49, 18)",1,1,0,1
"(50, 18)",1,1,1,0
"(1, 19)",1,1,0,0
"(2, 19)",1,1,0,0
"(3, 19)",1,1,0,1
"(4, 19)",0,1,1,1
"(5, 19)",1,1,1,0
"(6, 19)",0,1,0,1
"(7, 19)",1,1,1,0
"(8, 19)",0,1,0,0
"(9, 19)",1,1,0,1
"(10, 19)",0,0,1,1
"(11, 19)",1,0,1,1
"(12, 19)",1,0,1,1
"(13, 19)",1,0,1,0
"(14, 19)",0,1,0,1
"(15, 19)",1,1,1,0
"(16, 19)",1,0,0,1
"(17, 19)",0,1,1,1
"(18, 19)",0,0,1,1
"(19, 19)",1,0,1,0
"(20, 19)",0,1,0,1
"(21, 19)",1,1,1,0
"(22, 19)",1,0,0,1
"(23, 19)",1,1,1,1
"(24, 19)",0,0,1,1
"(25, 19)",0,1,1,0
"(26, 19)",0,1,0,1
"(27, 19)",1,0,1,0
"(28, 19)",1,1,0,0
"(29, 19)",0,0,0,1
"(30, 19)",1,1,1,1
"(31, 19)",1,1,1,0
"(32, 19)",1,0,0,1
"(33, 19)",0,0,1,0
"(34, 19)",1,0,0,1
"(35, 19)",0,1,1,1
"(36, 19)",1,0,1,1
"(37, 19)",0,1,1,1
"(38, 19)",0,1,1,1
"(39, 19)",1,1,1,0
"(40, 19)",1,1,0,1
"(41, 19)",0,1,1,0
"(42, 19)",1,1,0,1
"(43, 19)",0,1,1,1
"(44, 19)",0,1,1,1
"(45, 19)",1,0,1,0
"(46, 19)",1,0,0,1
"(47, 19)",0,1,1,0
"(48, 19)",1,1,0,1
"(49, 19)",0,1,1,0
"(50, 19)",1,1,0,0
"(1, 20)",0,1,0,1
"(2, 20)",1,1,1,0
"(3, 20)",0,1,0,1
"(4, 20)",1,0,1,1
"(5, 20)",0,1,1,1
"(6, 20)",0,0,1,1
"(7, 20)",1,1,1,0
"(8, 20)",1,0,0,1
"(9, 20)",0,1,1,0
"(10, 20)",1,0,0,0
"(11, 20)",1,1,0,0
"(12, 20)",1,1,0,0
"(13, 20)",1,1,0,1
"(14, 20)",1,0,1,1
"(15, 20)",0,1,1,1
"(16, 20)",0,1,1,0
"(17, 20)",1,0,0,1
"(18, 20)",0,0,1,1
"(19, 20)",0,1,1,1
"(20, 20)",0,0,1,1
"(21, 20)",1,1,1,1
"(22, 20)",1,1,1,0
"(23, 20)",1,1,0,1
"(24, 20)",1,0,1,1
"(25, 20)",1,0,1,0
"(26, 20)",1,0,0,1
"(27, 20)",0,1,1,0
"(28, 20)",1,1,0,0
"(29, 20)",1,0,0,1
"(30, 20)",1,1,1,0
"(31, 20)",1,1,0,1
"(32, 20)",1,1,1,1
"(33, 20)",0,0,1,1
"(34, 20)",0,1,1,1
"(35, 20)",1,0,1,1
"(36, 20)",0,1,1,0
"(37, 20)",1,0,0,1
"(38, 20)",1,0,1,1
"(39, 20)",0,1,1,1
"(40, 20)",0,1,1,1
"(41, 20)",0,0,1,1
"(42, 20)",0,1,1,1
"(43, 20)",1,0,1,0
"(44, 20)",1,0,0,1
"(45, 20)",0,1,1,0
"(46, 20)",0,1,0,1
"(47, 20)",1,0,1,0
"(48, 20)",0,1,0,1
"(49, 20)",0,0,1,1
"(50, 20)",1,1,1,0
"(1, 21)",1,0,0,0
"(2, 21)",1,1,0,1
"(3, 21)",1,0,1,1
"(4, 21)",0,1,1,0
"(5, 21)",0,0,0,1
"(6, 21)",0,0,1,1
"(7, 21)",0,1,1,1
"(8, 21)",1,1,1,1
"(9, 21)",0,0,1,1
"(10, 21)",1,1,1,0
"(11, 21)",1,1,0,1
"(12, 21)",1,1,1,0
"(13, 21)",1,1,0,0
"(14, 21)",0,1,0,1
"(15, 21)",0,0,1,1
"(16, 21)",1,0,1,1
"(17, 21)",0,1,1,1
"(18, 21)",0,0,1,1
"(19, 21)",0,0,1,1
"(20, 21)",0,0,1,1
"(21, 21)",0,1,1,0
"(22, 21)",1,1,0,0
"(23, 21)",1,1,0,0
"(24, 21)",1,1,0,0
"(25, 21)",0,1,0,1
"(26, 21)",1,1,1,0
"(27, 21)",1,0,0,1
"(28, 21)",0,1,1,1
"(29, 21)",1,1,1,0
"(30, 21)",1,1,0,0
"(31, 21)",1,1,0,0
"(32, 21)",0,1,0,1
"(33, 21)",1,0,1,1
"(34, 21)",0,0,1,1
"(35, 21)",0,1,1,0
"(36, 21)",1,0,0,1
"(37, 21)",0,1,1,0
"(38, 21)",0,1,0,0
"(39, 21)",1,0,0,1
"(40, 21)",0,0,1,1
"(41, 21)",1,0,1,1
"(42, 21)",1,0,1,0
"(43, 21)",1,1,0,0
"(44, 21)",1,1,0,1
"(45, 21)",1,0,1,1
"(46, 21)",1,0,1,0
"(47, 21)",0,1,0,1
"(48, 21)",0,0,1,1
"(49, 21)",1,0,1,1
"(50, 21)",1,1,1,0
"(1, 22)",1,1,0,0
"(2, 22)",1,1,0,0
"(3, 22)",1,1,0,1
"(4, 22)",1,0,1,0
"(5, 22)",1,0,0,1
"(6, 22)",0,0,1,1
"(7, 22)",1,0,1,1
"(8, 22)",1,1,1,0
"(9, 22)",1,0,0,1
"(10, 22)",0,1,1,0
"(11, 22)",1,1,0,0
"(12, 22)",1,1,0,0
"(13, 22)",1,1,0,1
"(14, 22)",1,0,1,1
"(15, 22)",1,0,1,1
"(16, 22)",1,1,1,1
"(17, 22)",1,0,1,1
"(18, 22)",0,0,1,1
"(19, 22)",0,0,1,1
"(20, 22)",0,0,1,1
"(21, 22)",1,0,1,0
"(22, 22)",1,1,0,1
"(23, 22)",0,1,1,1
"(24, 22)",0,1,1,1
"(25, 22)",0,0,1,1
"(26, 22)",1,1,1,0
"(27, 22)",1,1,0,1
"(28, 22)",0,0,1,1
"(29, 22)",1,1,1,1
"(30, 22)",1,1,1,0
"(31, 22)",0,1,0,1
"(32, 22)",1,0,1,0
"(33, 22)",1,1,0,0
"(34, 22)",0,0,0,1
"(35, 22)",1,0,1,1
"(36, 22)",1,1,1,1
"(37, 22)",1,0,1,1
"(38, 22)",0,0,1,1
"(39, 22)",0,1,1,0
"(40, 22)",1,0,0,1
"(41, 22)",1,1,1,0
"(42, 22)",0,1,0,0
"(43, 22)",0,1,0,1
"(44, 22)",1,1,1,0
"(45, 22)",1,1,0,0
"(46, 22)",1,1,0,0
"(47, 22)",1,0,0,1
"(48, 22)",0,0,1,1
"(49, 22)",0,1,1,0
"(50, 22)",1,1,0,0
"(1, 23)",1,1,0,1
"(2, 23)",0,1,1,0
"(3, 23)",1,1,0,0
"(4, 23)",1,1,0,0
"(5, 23)",0,1,0,1
"(6, 23)",1,0,1,0
"(7, 23)",1,1,0,0
"(8, 23)",0,1,0,1
"(9, 23)",0,1,1,0
"(10, 23)",1,0,0,1
"(11, 23)",0,1,1,0
"(12, 23)",1,1,0,0
"(13, 23)",0,1,0,0
"(14, 23)",1,1,0,0
"(15, 23)",1,1,0,0
"(16, 23)",1,1,0,0
"(17, 23)",1,1,0,0
"(18, 23)",0,0,0,1
"(19, 23)",1,0,1,1
"(20, 23)",1,0,1,0
"(21, 23)",1,1,0,1
"(22, 23)",0,1,1,0
"(23, 23)",1,0,0,1
"(24, 23)",0,0,1,1
"(25, 23)",0,0,1,1
"(26, 23)",0,1,1,0
"(27, 23)",0,1,0,1
"(28, 23)",0,0,1,0
"(29, 23)",1,1,0,0
"(30, 23)",1,1,0,0
"(31, 23)",0,0,0,1
"(32, 23)",0,1,1,1
"(33, 23)",0,1,1,0
"(34, 23)",1,0,0,1
"(35, 23)",0,1,1,0
"(36, 23)",0,1,0,0
"(37, 23)",1,1,0,0
"(38, 23)",1,0,0,1
"(39, 23)",1,0,1,0
"(40, 23)",1,1,0,0
"(41, 23)",1,1,0,0
"(42, 23)",1,0,0,1
"(43, 23)",1,0,1,1
"(44, 23)",0,1,1,0
"(45, 23)",1,1,0,0
"(46, 23)",1,1,0,0
"(47, 23)",1,1,0,0
"(48, 23)",1,0,0,1
"(49, 23)",0,0,1,1
"(50, 23)",1,1,1,0
"(1, 24)",1,1,0,0
"(2, 24)",0,0,0,1
"(3, 24)",1,1,1,1
"(4, 24)",1,1,1,0
"(5, 24)",1,0,0,1
"(6, 24)",0,1,1,0
"(7, 24)",1,1,0,1
"(8, 24)",1,0,1,0
"(9, 24)",1,0,0,0
"(10, 24)",0,1,0,1
"(11, 24)",1,0,1,0
"(12, 24)",0,1,0,1
"(13, 24)",1,0,1,0
"(14, 24)",1,1,0,1
"(15, 24)",1,1,1,0
"(16, 24)",1,1,0,0
"(17, 24)",0,1,0,1
"(18, 24)",0,0,1,1
"(19, 24)",1,1,1,0
"(20, 24)",0,1,0,1
"(21, 24)",1,1,1,0
"(22, 24)",0,0,0,1
"(23, 24)",1,1,1,0
"(24, 24)",0,0,0,1
"(25, 24)",1,0,1,1
"(26, 24)",1,0,1,1
"(27, 24)",1,0,1,1
"(28, 24)",0,0,1,1
"(29, 24)",0,1,1,0
"(30, 24)",0,1,0,1
"(31, 24)",1,0,1,0
"(32, 24)",1,0,0,1
"(33, 24)",1,0,1,1
"(34, 24)",0,1,1,1
"(35, 24)",1,0,1,1
"(36, 24)",0,0,1,1
"(37, 24)",0,1,1,1
"(38, 24)",1,1,1,0
"(39, 24)",1,1,0,0
"(40, 24)",0,1,0,1
"(41, 24)",0,1,1,1
"(42, 24)",0,1,1,0
"(43, 24)",0,1,0,1
"(44, 24)",0,0,1,1
"(45, 24)",0,1,1,0
"(46, 24)",1,1,0,1
"(47, 24)",1,1,1,0
"(48, 24)",0,1,0,1
"(49, 24)",0,0,1,1
"(50, 24)",1,1,1,0
"(1, 25)",1,1,0,1
"(2, 25)",1,0,1,1
"(3, 25)",0,1,1,0
"(4, 25)",1,1,0,1
"(5, 25)",1,1,1,1
"(6, 25)",0,0,1,1
"(7, 25)",1,1,1,0
"(8, 25)",0,1,0,1
"(9, 25)",1,1,1,0
"(10, 25)",1,0,0,0
"(11, 25)",1,1,0,0
"(12, 25)",1,0,0,1
"(13, 25)",0,1,1,0
"(14, 25)",1,1,0,0
"(15, 25)",1,1,0,0
"(16, 25)",1,1,0,0
"(17, 25)",1,0,0,0
"(18, 25)",1,0,0,1
"(19, 25)",0,1,1,1
"(20, 25)",1,0,1,0
"(21, 25)",1,1,0,1
"(22, 25)",0,0,1,1
"(23, 25)",0,1,1,0
"(24, 25)",1,0,0,1
"(25, 25)",0,1,1,0
"(26, 25)",1,1,0,0
"(27, 25)",1,1,0,0
"(28, 25)",1,0,0,1
"(29, 25)",1,0,1,1
"(30, 25)",0,0,1,0
"(31, 25)",0,1,0,1
"(32, 25)",1,1,1,0
"(33, 25)",0,1,0,1
"(34, 25)",0,0,1,1
"(35, 25)",1,1,1,1
"(36, 25)",0,0,1,1
"(37, 25)",0,0,1,1
"(38, 25)",1,1,1,0
"(39, 25)",0,1,0,1
"(40, 25)",0,0,1,1
"(41, 25)",1,0,1,1
"(42, 25)",0,0,1,1
"(43, 25)",0,0,1,1
"(44, 25)",1,0,1,1
"(45, 25)",1,0,1,0
"(46, 25)",1,1,0,0
"(47, 25)",1,1,0,0
"(48, 25)",1,0,0,1
"(49, 25)",0,0,1,1
"(50, 25)",1,1,1,0
"(1, 26)",0,1,0,0
"(2, 26)",1,1,0,1
"(3, 26)",0,0,1,1
"(4, 26)",1,1,1,0
"(5, 26)",1,1,0,1
"(6, 26)",0,0,1,1
"(7, 26)",0,1,1,1
"(8, 26)",1,0,1,0
"(9, 26)",1,1,0,0
"(10, 26)",1,1,0,0
"(11, 26)",0,1,0,1
"(12, 26)",1,1,1,1
"(13, 26)",0,0,1,1
"(14, 26)",1,1,1,1
"(15, 26)",1,1,1,0
"(16, 26)",0,1,0,1
"(17, 26)",0,1,1,0
"(18, 26)",1,1,0,0
"(19, 26)",1,0,0,0
"(20, 26)",0,1,0,1
"(21, 26)",0,1,1,1
"(22, 26)",0,0,1,1
"(23, 26)",0,0,1,1
"(24, 26)",0,1,1,1
"(25, 26)",0,0,1,1
"(26, 26)",0,1,1,1
"(27, 26)",0,1,1,1
"(28, 26)",0,1,1,0
"(29, 26)",0,1,0,1
"(30, 26)",1,0,1,0
"(31, 26)",1,0,0,1
"(32, 26)",0,1,1,1
"(33, 26)",0,0,1,1
"(34, 26)",0,0,1,1
"(35, 26)",1,1,1,1
"(36, 26)",1,0,1,0
"(37, 26)",1,0,0,1
"(38, 26)",1,1,1,0
"(39, 26)",1,0,0,1
"(40, 26)",1,0,1,0
"(41, 26)",1,1,0,1
"(42, 26)",1,0,1,1
"(43, 26)",0,0,1,1
"(44, 26)",1,1,1,0
"(45, 26)",1,1,0,0
"(46, 26)",1,1,0,1
"(47, 26)",0,1,1,1
"(48, 26)",0,1,1,1
"(49, 26)",0,0,1,1
"(50, 26)",1,1,1,0
"(1, 27)",1,0,0,1
"(2, 27)",1,1,1,0
"(3, 27)",1,0,0,1
"(4, 27)",0,1,1,1
"(5, 27)",0,1,1,1
"(6, 27)",1,0,1,1
"(7, 27)",0,0,1,0
"(8, 27)",1,1,0,1
"(9, 27)",0,1,1,0
"(10, 27)",1,1,0,1
"(11, 27)",1,0,1,1
"(12, 27)",0,1,1,1
"(13, 27)",0,0,1,1
"(14, 27)",1,1,1,0
"(15, 27)",1,1,0,1
"(16, 27)",1,0,1,1
"(17, 27)",1,0,1,1
"(18, 27)",0,1,1,1
"(19, 27)",1,1,1,1
"(20, 27)",1,0,1,1
"(21, 27)",1,0,1,0
"(22, 27)",0,0,0,1
"(23, 27)",0,0,1,1
"(24, 27)",1,0,1,1
"(25, 27)",0,0,1,1
"(26, 27)",0,0,1,1
"(27, 27)",1,0,1,0
"(28, 27)",1,0,0,1
"(29, 27)",0,0,1,1
"(30, 27)",1,1,1,1
"(31, 27)",1,1,1,0
"(32, 27)",1,0,0,1
"(33, 27)",0,0,1,0
"(34, 27)",1,0,0,1
"(35, 27)",1,1,1,0
"(36, 27)",1,1,0,1
"(37, 27)",0,1,1,0
"(38, 27)",1,1,0,0
"(39, 27)",1,1,0,0
"(40, 27)",0,1,0,1
"(41, 27)",0,1,1,0
"(42, 27)",0,1,0,1
"(43, 27)",0,0,1,1
"(44, 27)",1,1,1,0
"(45, 27)",0,1,0,1
"(46, 27)",1,1,1,1
"(47, 27)",1,0,1,0
"(48, 27)",1,0,0,1
"(49, 27)",0,0,1,1
"(50, 27)",0,1,1,0
"(1, 28)",1,1,0,0
"(2, 28)",0,1,0,1
"(3, 28)",0,1,1,0
"(4, 28)",1,0,0,1
"(5, 28)",0,0,1,1
"(6, 28)",1,1,1,1
"(7, 28)",0,0,1,1
"(8, 28)",0,1,1,0
"(9, 28)",0,0,0,1
"(10, 28)",1,1,1,0
"(11, 28)",1,1,0,0
"(12, 28)",1,0,0,1
"(13, 28)",0,0,1,1
"(14, 28)",1,1,1,1
"(15, 28)",1,1,1,0
"(16, 28)",1,1,0,0
"(17, 28)",0,1,0,1
"(18, 28)",1,0,1,1
"(19, 28)",0,1,1,0
"(20, 28)",1,1,0,0
"(21, 28)",0,1,0,1
"(22, 28)",0,0,1,1
"(23, 28)",0,0,1,1
"(24, 28)",0,1,1,1
"(25, 28)",0,0,1,1
"(26, 28)",0,0,1,1
"(27, 28)",1,1,1,0
"(28, 28)",0,1,0,1
"(29, 28)",1,0,1,0
"(30, 28)",1,1,0,0
"(31, 28)",1,1,0,1
"(32, 28)",1,1,1,0
"(33, 28)",1,0,0,1
"(34, 28)",0,1,1,0
"(35, 28)",1,1,0,1
"(36, 28)",0,1,1,0
"(37, 28)",1,0,0,1
"(38, 28)",0,1,1,1
"(39, 28)",1,1,1,1
"(40, 28)",0,0,1,1
"(41, 28)",1,0,1,0
"(42, 28)",1,0,0,1
"(43, 28)",0,0,1,0
"(44, 28)",1,1,0,0
"(45, 28)",1,0,0,1
"(46, 28)",0,1,1,0
"(47, 28)",1,1,0,0
"(48, 28)",1,1,0,0
"(49, 28)",1,0,0,1
"(50, 28)",1,0,1,0
"(1, 29)",1,1,0,1
"(2, 29)",0,0,1,1
"(3, 29)",1,0,1,0
"(4, 29)",0,1,0,1
"(5, 29)",0,0,1,1
"(6, 29)",1,1,1,0
"(7, 29)",0,0,0,1
"(8, 29)",1,0,1,1
"(9, 29)",1,0,1,1
"(10, 29)",0,1,1,1
"(11, 29)",0,1,1,0
"(12, 29)",0,1,0,1
"(13, 29)",1,0,1,1
"(14, 29)",1,1,1,0
"(15, 29)",0,1,0,1
"(16, 29)",1,1,1,1
"(17, 29)",1,0,1,0
"(18, 29)",1,1,0,1
"(19, 29)",1,0,1,1
"(20, 29)",0,1,1,1
"(21, 29)",1,0,1,1
"(22, 29)",1,0,1,1
"(23, 29)",1,0,1,1
"(24, 29)",1,0,1,0
"(25, 29)",1,0,0,1
"(26, 29)",0,0,1,1
"(27, 29)",1,1,1,0
"(28, 29)",1,0,0,0
"(29, 29)",1,1,0,0
"(30, 29)",1,1,0,0
"(31, 29)",1,1,0,0
"(32, 29)",1,1,0,0
"(33, 29)",1,1,0,1
"(34, 29)",1,0,1,0
"(35, 29)",0,1,0,1
"(36, 29)",1,0,1,0
"(37, 29)",1,1,0,0
"(38, 29)",0,0,0,1
"(39, 29)",0,1,1,1
"(40, 29)",0,0,1,0
"(41, 29)",1,1,0,0
"(42, 29)",1,1,0,1
"(43, 29)",0,0,1,1
"(44, 29)",0,1,1,0
"(45, 29)",1,1,0,0
"(46, 29)",0,0,0,1
"(47, 29)",1,1,1,1
"(48, 29)",1,1,1,1
"(49, 29)",0,1,1,0
"(50, 29)",1,1,0,0
"(1, 30)",1,1,0,0
"(2, 30)",1,0,0,0
"(3, 30)",1,1,0,0
"(4, 30)",1,0,0,1
"(5, 30)",1,0,1,0
"(6, 30)",1,1,0,0
"(7, 30)",1,0,0,1
"(8, 30)",0,1,1,0
"(9, 30)",1,1,0,1
"(10, 30)",1,0,1,1
"(11, 30)",0,0,1,1
"(12, 30)",0,0,1,1
"(13, 30)",0,1,1,0
"(14, 30)",0,1,0,1
"(15, 30)",1,0,1,0
"(16, 30)",1,1,0,0
"(17, 30)",0,1,0,1
"(18, 30)",1,1,1,0
"(19, 30)",0,1,0,0
"(20, 30)",1,0,0,1
"(21, 30)",0,1,1,0
"(22, 30)",1,1,0,0
"(23, 30)",1,1,0,0
"(24, 30)",1,1,0,0
"(25, 30)",1,1,0,0
"(26, 30)",0,0,0,1
"(27, 30)",1,1,1,1
"(28, 30)",1,1,1,1
"(29, 30)",0,1,1,1
"(30, 30)",0,1,1,1
"(31, 30)",0,1,1,1
"(32, 30)",0,1,1,1
"(33, 30)",1,1,1,0
"(34, 30)",1,1,0,0
"(35, 30)",1,0,0,1
"(36, 30)",0,1,1,0
"(37, 30)",0,1,0,1
"(38, 30)",1,0,1,1
"(39, 30)",0,0,1,1
"(40, 30)",1,0,1,0
"(41, 30)",1,1,0,1
"(42, 30)",0,1,1,1
"(43, 30)",0,0,1,0
"(44, 30)",1,0,0,1
"(45, 30)",0,1,1,0
"(46, 30)",1,0,0,1
"(47, 30)",1,1,1,0
"(48, 30)",1,1,0,0
"(49, 30)",1,0,0,1
"(50, 30)",0,1,1,0
"(1, 31)",1,1,0,0
"(2, 31)",1,1,0,0
"(3, 31)",0,1,0,1
"(4, 31)",0,1,1,0
"(5, 31)",1,1,0,1
"(6, 31)",0,1,1,1
"(7, 31)",1,1,1,0
"(8, 31)",1,0,0,1
"(9, 31)",0,1,1,0
"(10, 31)",1,1,0,0
"(11, 31)",1,0,0,1
"(12, 31)",0,0,1,1
"(13, 31)",1,0,1,1
"(14, 31)",0,0,1,1
"(15, 31)",1,1,1,1
"(16, 31)",0,1,1,1
"(17, 31)",1,0,1,0
"(18, 31)",0,1,0,1
"(19, 31)",1,0,1,1
"(20, 31)",0,1,1,1
"(21, 31)",1,0,1,1
"(22, 31)",1,1,1,0
"(23, 31)",0,1,0,1
"(24, 31)",1,1,1,0
"(25, 31)",0,1,0,1
"(26, 31)",1,0,1,0
"(27, 31)",0,1,0,0
"(28, 31)",1,1,0,1
"(29, 31)",1,0,1,0
"(30, 31)",1,0,0,1
"(31, 31)",1,0,1,0
"(32, 31)",1,0,0,1
"(33, 31)",1,1,1,1
"(34, 31)",0,1,1,0
"(35, 31)",1,1,0,1
"(36, 31)",1,0,1,1
"(37, 31)",1,0,1,0
"(38, 31)",1,1,0,0
"(39, 31)",1,0,0,1
"(40, 31)",0,1,1,1
"(41, 31)",0,1,1,1
"(42, 31)",0,0,1,1
"(43, 31)",1,0,1,1
"(44, 31)",0,1,1,1
"(45, 31)",0,0,1,1
"(46, 31)",1,1,1,0
"(47, 31)",0,1,0,1
"(48, 31)",1,1,1,0
"(49, 31)",0,1,0,1
"(50, 31)",1,0,1,0
"(1, 32)",1,1,0,1
"(2, 32)",0,1,1,1
"(3, 32)",1,0,1,1
"(4, 32)",0,0,1,1
"(5, 32)",1,1,1,0
"(6, 32)",1,0,0,1
"(7, 32)",0,1,1,1
"(8, 32)",0,1,1,0
"(9, 32)",1,0,0,0
"(10, 32)",1,1,0,1
"(11, 32)",1,1,1,1
"(12, 32)",0,0,1,1
"(13, 32)",1,1,1,0
"(14, 32)",1,0,0,1
"(15, 32)",1,1,1,1
"(16, 32)",1,0,1,0
"(17, 32)",0,1,0,1
"(18, 32)",1,0,1,1
"(19, 32)",1,1,1,1
"(20, 32)",1,0,1,1
"(21, 32)",0,1,1,0
"(22, 32)",0,1,0,1
"(23, 32)",0,0,1,1
"(24, 32)",0,1,1,1
"(25, 32)",1,0,1,0
"(26, 32)",0,1,0,1
"(27, 32)",1,0,1,0
"(28, 32)",1,1,0,0
"(29, 32)",1,1,0,1
"(30, 32)",0,1,1,0
"(31, 32)",0,1,0,0
"(32, 32)",1,1,0,0
"(33, 32)",0,1,0,1
"(34, 32)",1,0,1,1
"(35, 32)",1,1,1,0
"(36, 32)",1,1,0,0
"(37, 32)",0,1,0,1
"(38, 32)",1,1,1,0
"(39, 32)",0,1,0,1
"(40, 32)",0,0,1,1
"(41, 32)",0,0,1,1
"(42, 32)",0,0,1,1
"(43, 32)",0,1,1,1
"(44, 32)",1,0,1,1
"(45, 32)",1,0,1,0
"(46, 32)",1,1,0,1
"(47, 32)",0,0,1,1
"(48, 32)",1,1,1,1
"(49, 32)",1,0,1,0
"(50, 32)",1,1,0,0
"(1, 33)",1,1,0,1
"(2, 33)",0,0,1,1
"(3, 33)",0,1,1,0
"(4, 33)",1,0,0,1
"(5, 33)",1,1,1,1
"(6, 33)",0,1,1,1
"(7, 33)",0,0,1,1
"(8, 33)",0,0,1,1
"(9, 33)",0,1,1,1
"(10, 33)",1,1,1,0
"(11, 33)",0,1,0,1
"(12, 33)",1,0,1,1
"(13, 33)",1,1,1,0
"(14, 33)",1,1,0,0
"(15, 33)",1,1,0,0
"(16, 33)",1,1,0,1
"(17, 33)",1,0,1,1
"(18, 33)",0,1,1,0
"(19, 33)",1,1,0,0
"(20, 33)",1,1,0,1
"(21, 33)",0,0,1,1
"(22, 33)",1,0,1,0
"(23, 33)",1,0,0,1
"(24, 33)",1,0,1,0
"(25, 33)",1,1,0,1
"(26, 33)",1,0,1,0
"(27, 33)",1,1,0,0
"(28, 33)",1,1,0,0
"(29, 33)",1,1,0,1
"(30, 33)",0,0,1,1
"(31, 33)",1,0,1,0
"(32, 33)",0,1,0,1
"(33, 33)",1,0,1,0
"(34, 33)",1,1,0,0
"(35, 33)",1,1,0,0
"(36, 33)",0,1,0,1
"(37, 33)",1,0,1,0
"(38, 33)",1,1,0,1
"(39, 33)",0,0,1,1
"(40, 33)",1,0,1,1
"(41, 33)",1,0,1,0
"(42, 33)",1,0,0,1
"(43, 33)",0,0,1,1
"(44, 33)",0,1,1,0
"(45, 33)",1,1,0,0
"(46, 33)",1,1,0,0
"(47, 33)",1,0,0,1
"(48, 33)",1,1,1,0
"(49, 33)",0,1,0,0
"(50, 33)",1,1,0,0
"(1, 34)",1,1,0,1
"(2, 34)",1,0,1,0
"(3, 34)",0,0,0,1
"(4, 34)",1,1,1,0
"(5, 34)",1,1,0,0
"(6, 34)",1,0,0,1
"(7, 34)",0,0,1,1
"(8, 34)",0,0,1,1
"(9, 34)",1,0,1,1
"(10, 34)",0,1,1,1
"(11, 34)",0,0,1,1
"(12, 34)",1,1,1,0
"(13, 34)",0,1,0,1
"(14, 34)",1,1,1,1
"(15, 34)",0,1,1,1
"(16, 34)",1,1,1,0
"(17, 34)",1,1,0,1
"(18, 34)",0,0,1,0
"(19, 34)",0,1,0,1
"(20, 34)",1,1,1,0
"(21, 34)",1,0,0,0
"(22, 34)",0,1,0,1
"(23, 34)",0,1,1,0
"(24, 34)",1,1,0,0
"(25, 34)",0,1,0,0
"(26, 34)",1,1,0,0
"(27, 34)",0,1,0,1
"(28, 34)",1,1,1,0
"(29, 34)",1,1,0,0
"(30, 34)",0,0,0,1
"(31, 34)",0,1,1,1
"(32, 34)",1,0,1,1
"(33, 34)",0,1,1,0
"(34, 34)",1,1,0,1
"(35, 34)",0,1,1,0
"(36, 34)",1,0,0,1
"(37, 34)",1,1,1,0
"(38, 34)",0,1,0,1
"(39, 34)",1,0,1,0
"(40, 34)",1,1,0,0
"(41, 34)",0,1,0,1
"(42, 34)",1,1,1,0
"(43, 34)",1,0,0,1
"(44, 34)",1,0,1,0
"(45, 34)",1,1,0,0
"(46, 34)",0,1,0,0
"(47, 34)",1,1,0,0
"(48, 34)",0,1,0,1
"(49, 34)",0,0,1,1
"(50, 34)",1,1,1,0
"(1, 35)",1,1,0,0
"(2, 35)",0,1,0,1
"(3, 35)",1,0,1,0
"(4, 35)",1,1,0,1
"(5, 35)",0,1,1,0
"(6, 35)",0,1,0,1
"(7, 35)",0,0,1,1
"(8, 35)",1,0,1,1
"(9, 35)",0,1,1,1
"(10, 35)",0,0,1,1
"(11, 35)",1,0,1,0
"(12, 35)",0,1,0,1
"(13, 35)",1,0,1,1
"(14, 35)",1,1,1,1
"(15, 35)",1,0,1,1
"(16, 35)",0,1,1,0
"(17, 35)",0,1,0,1
"(18, 35)",1,0,1,1
"(19, 35)",1,0,1,1
"(20, 35)",0,1,1,1
"(21, 35)",0,1,1,1
"(22, 35)",1,0,1,0
"(23, 35)",1,0,0,1
"(24, 35)",0,1,1,1
"(25, 35)",1,0,1,0
"(26, 35)",1,1,0,1
"(27, 35)",1,0,1,1
"(28, 35)",0,1,1,0
"(29, 35)",0,1,0,1
"(30, 35)",1,0,1,0
"(31, 35)",0,0,0,1
"(32, 35)",0,1,1,1
"(33, 35)",1,0,1,0
"(34, 35)",0,1,0,1
"(35, 35)",0,0,1,1
"(36, 35)",1,1,1,0
"(37, 35)",1,1,0,1
"(38, 35)",1,0,1,0
"(39, 35)",1,1,0,0
"(40, 35)",1,1,0,0
"(41, 35)",1,0,0,1
"(42, 35)",0,1,1,1
"(43, 35)",0,1,1,0
"(44, 35)",1,1,0,0
"(45, 35)",0,1,0,1
"(46, 35)",1,0,1,0
"(47, 35)",1,1,0,1
